"Comparative Biochemistry and Physiology, Part B: Biochemistry & Molecular Biology","Comp. Biochem. Physiol., Part B: Biochem. Mol. Biol."
"Comparative Biochemistry and Physiology, Part C: Toxicology & Pharmacology","Comp. Biochem. Physiol., Part C: Toxicol. Pharmacol."
"Comparative Biochemistry and Physiology, Part D: Genomics & Proteomics","Comp. Biochem. Physiol., Part D: Genomics Proteomics"
"Comparative Medicine","Comp. Med."
"Complex Metals","Complex Met."
"Comptes Rendus Chimie","C. R. Chim."
"Comptes Rendus Physique","C. R. Phys."
"Computational & Theoretical Chemistry","Comput. Theor. Chem."
"Computational Biology and Chemistry","Comput. Biol. Chem."
"Computational Materials Science","Comput. Mater. Sci."
"Computer Physics Communications","Comput. Phys. Commun."
"Computers & Chemical Engineering","Comput. Chem. Eng."
"Contrast Media & Molecular Imaging","Contrast Media Mol. Imaging"
"Contributions to Mineralogy and Petrology","Contrib. Mineral. Petrol."
"Coordination Chemistry Reviews","Coord. Chem. Rev."
"Corrosion (Houston, TX, United States)","Corrosion (Houston, TX, U. S.)"
"Corrosion Engineering, Science and Technology","Corros. Eng., Sci. Technol."
"Corrosion Reviews","Corros. Rev."
"Corrosion Science","Corros. Sci."
"Critical Reviews in Analytical Chemistry","Crit. Rev. Anal. Chem."
"Critical Reviews in Solid State and Materials Sciences","Crit. Rev. Solid State Mater. Sci."
"Croatica Chemica Acta","Croat. Chem. Acta"
"Cryogenics","Cryogenics"
"CrystEngComm","CrystEngComm"
"Crystal Growth & Design","Cryst. Growth Des."
"Crystal Research and Technology","Cryst. Res. Technol."
"Crystallography Reports","Crystallogr. Rep."
"Crystals","Crystals"
"Cuihua Xuebao","Cuihua Xuebao"
"Current Alzheimer Research","Curr. Alzheimer Res."
"Current Analytical Chemistry","Curr. Anal. Chem."
"Current Bioactive Compounds","Curr. Bioact. Compd."
"Current Bioinformatics","Curr. Bioinf."
"Current Biology","Curr. Biol."
"Current Cancer Drug Targets","Curr. Cancer Drug Targets"
"Current Catalysis","Curr. Catal."
"Current Chemical Biology","Curr. Chem. Biol."
"Current Computer-Aided Drug Design","Curr. Comput.-Aided Drug Des."
"Current Drug Delivery","Curr. Drug Deliv."
"Current Drug Discovery Technologies","Curr. Drug Discov. Technol."
"Current Drug Metabolism","Curr. Drug Metab."
"Current Drug Targets","Curr. Drug Targets"
"Current Enzyme Inhibition","Curr. Enzyme Inhib."
"Current Gene Therapy","Curr. Gene Ther."
"Current Genetics","Curr. Genet."
"Current Genomics","Curr. Genomics"
"Current Green Chemistry","Curr. Green Chem."
"Current HIV Research","Curr. HIV Res."
"Current Immunology Reviews","Curr. Immunol. Rev."
"Current Inorganic Chemistry","Curr. Inorg. Chem."
"Current Medicinal Chemistry","Curr. Med. Chem."
"Current Metabolomics","Curr. Metabolomics"
"Current Microbiology","Curr. Microbiol."
"Current Microwave Chemistry","Curr. Microwave Chem."
"Current Molecular Medicine","Curr. Mol. Med."
"Current Molecular Pharmacology","Curr. Mol. Pharmacol."
"Current Neuropharmacology","Curr. Neuropharmacol."
"Current Opinion in Biotechnology","Curr. Opin. Biotechnol."
"Current Opinion in Cell Biology","Curr. Opin. Cell Biol."
"Current Opinion in Chemical Biology","Curr. Opin. Chem. Biol."
"Current Opinion in Colloid & Interface Science","Curr. Opin. Colloid Interface Sci."
"Current Opinion in Genetics & Development","Curr. Opin. Genet. Dev."
"Current Opinion in Immunology","Curr. Opin. Immunol."
"Current Opinion in Lipidology","Curr. Opin. Lipidol."
"Current Opinion in Neurobiology","Curr. Opin. Neurobiol."
"Current Opinion in Pharmacology","Curr. Opin. Pharmacol."
"Current Opinion in Structural Biology","Curr. Opin. Struct. Biol."
"Current Organic Chemistry","Curr. Org. Chem."
"Current Organic Synthesis","Curr. Org. Synth."
"Current Organocatalysis","Curr. Organocatal."
"Current Pharmaceutical Analysis","Curr. Pharm. Anal."
"Current Pharmaceutical Biotechnology","Curr. Pharm. Biotechnol."
"Current Pharmaceutical Design","Curr. Pharm. Des."
"Current Pharmacogenomics and Personalized Medicine","Curr. Pharmacogenomics Pers. Med."
"Current Protein and Peptide Science","Curr. Protein Pept. Sci."
"Current Proteomics","Curr. Proteomics"
"Current Radiopharmaceuticals","Curr. Radiopharm."
"Current Signal Transduction Therapy","Curr. Signal Transduction Ther."
"Current Stem Cell Research & Therapy","Curr. Stem Cell Res. Ther."
